,target
4686,0
4922,0
15833,1
6785,0
5877,0
9548,0
16459,1
2345,0
8430,0
4586,0
20429,1
14597,1
22797,1
18704,1
8378,0
21030,1
17937,1
21229,1
6197,0
13097,1
14456,1
15179,1
6401,0
5695,0
2941,0
7381,0
20911,1
18004,1
13834,1
5578,0
10338,0
9993,0
7905,0
19567,1
18891,1
1048,0
6782,0
12662,1
19067,1
1609,0
2415,0
2017,0
2971,0
12317,1
14038,1
13567,1
2931,0
15406,1
21255,1
16508,1
17490,1
13001,1
1814,0
14586,1
14448,1
22271,1
11533,0
2123,0
13704,1
19710,1
22666,1
17600,1
7701,0
20391,1
17109,1
18506,1
9170,0
808,0
18732,1
18385,1
19451,1
4906,0
3722,0
13122,1
12734,1
3962,0
20516,1
2671,0
18583,1
9417,0
18148,1
4552,0
16991,1
6009,0
17831,1
5737,0
8479,0
3164,0
6763,0
1657,0
23076,1
7549,0
4266,0
21707,1
16806,1
22771,1
5316,0
9673,0
21846,1
1001,0
4198,0
2418,0
3575,0
17345,1
9772,0
3558,0
18726,1
12458,1
3854,0
4887,0
17141,1
13058,1
21714,1
5313,0
16223,1
19736,1
4524,0
13699,1
4827,0
18727,1
807,0
3907,0
14333,1
18809,1
7023,0
1956,0
10637,0
9343,0
15161,1
11404,0
21031,1
2402,0
5184,0
17457,1
14698,1
22240,1
21471,1
10283,0
12719,1
8095,0
9890,0
20111,1
18323,1
17387,1
15086,1
21866,1
7566,0
11126,0
14719,1
22599,1
5368,0
6928,0
9603,0
19004,1
8901,0
18597,1
11795,1
17369,1
11268,0
7384,0
19449,1
20424,1
18779,1
22517,1
9460,0
2462,0
19663,1
16652,1
12942,1
11708,1
16455,1
9454,0
20998,1
6509,0
589,0
13136,1
16549,1
8848,0
4624,0
6845,0
14343,1
18412,1
10850,0
8869,0
19331,1
9424,0
5454,0
1449,0
18860,1
15849,1
11454,0
19885,1
17280,1
9803,0
1587,0
6686,0
13558,1
18103,1
8806,0
3961,0
8923,0
6078,0
17274,1
10956,0
22084,1
4006,0
4939,0
20761,1
18395,1
5898,0
14365,1
20221,1
14011,1
16968,1
11460,0
13157,1
1260,0
14391,1
310,0
1716,0
2052,0
4668,0
4298,0
3783,0
1008,0
7347,0
10377,0
20299,1
9878,0
13159,1
2773,0
13026,1
12948,1
16474,1
1987,0
19812,1
7279,0
2672,0
16260,1
9175,0
17358,1
249,0
8185,0
5884,0
20518,1
20295,1
6589,0
13780,1
18575,1
627,0
19100,1
13272,1
4765,0
21390,1
16512,1
20837,1
19430,1
13782,1
12427,1
6995,0
19688,1
6305,0
21579,1
19095,1
19725,1
12392,1
17570,1
19524,1
15472,1
10703,0
9220,0
4247,0
22720,1
11273,0
9107,0
9497,0
17480,1
11241,0
1273,0
5698,0
7678,0
10988,0
9590,0
3358,0
16567,1
18719,1
19631,1
15235,1
6513,0
16079,1
4567,0
13255,1
10848,0
20165,1
1961,0
4992,0
4891,0
14330,1
6226,0
20546,1
19612,1
1251,0
3176,0
3359,0
307,0
20509,1
21599,1
19833,1
12580,1
21967,1
20276,1
12225,1
1051,0
14519,1
11410,0
9221,0
10234,0
4763,0
9062,0
1874,0
18927,1
13682,1
22388,1
5831,0
20983,1
191,0
12901,1
13233,1
12629,1
4485,0
9783,0
3924,0
9940,0
22633,1
19081,1
18610,1
15198,1
16061,1
3303,0
15549,1
18074,1
13304,1
17888,1
1806,0
3871,0
3791,0
21810,1
14154,1
2786,0
9259,0
1717,0
2696,0
1848,0
10623,0
18858,1
12852,1
6622,0
3435,0
16526,1
6771,0
21905,1
6992,0
18861,1
19148,1
21990,1
20731,1
11601,0
1117,0
1756,0
16881,1
6751,0
870,0
9104,0
721,0
10997,0
17270,1
19948,1
21216,1
8347,0
15588,1
10938,0
22380,1
19340,1
314,0
22007,1
19240,1
20140,1
5850,0
6129,0
5447,0
3129,0
16279,1
15632,1
18380,1
910,0
3968,0
19316,1
10165,0
336,0
21304,1
19405,1
2985,0
10878,0
15916,1
11669,1
13907,1
11001,0
4820,0
16691,1
12100,1
16732,1
21825,1
7243,0
23034,1
14079,1
11874,1
14520,1
8263,0
18678,1
6855,0
8597,0
19712,1
6901,0
18050,1
9949,0
16436,1
1445,0
18871,1
14821,1
1695,0
11084,0
16152,1
13383,1
17958,1
1630,0
269,0
1881,0
14523,1
13900,1
5074,0
5509,0
23176,1
19193,1
19645,1
2535,0
11069,0
21679,1
14680,1
186,0
11971,1
5558,0
22749,1
20438,1
6587,0
17618,1
23175,1
3915,0
446,0
21885,1
14031,1
17228,1
7124,0
2440,0
3103,0
11088,0
7692,0
6094,0
9486,0
18537,1
20867,1
13223,1
16913,1
687,0
5208,0
17160,1
8417,0
10345,0
4920,0
21718,1
5462,0
13757,1
20619,1
20286,1
1289,0
12773,1
21612,1
10692,0
10335,0
22711,1
20444,1
22143,1
11905,1
22764,1
15830,1
15735,1
12158,1
18263,1
12453,1
6079,0
5457,0
19644,1
11349,0
12057,1
18532,1
4131,0
16351,1
17420,1
15408,1
21675,1
4134,0
17033,1
9275,0
861,0
13404,1
16575,1
1942,0
10295,0
4331,0
14119,1
3970,0
20812,1
12851,1
13193,1
2775,0
4145,0
21178,1
2411,0
17478,1
15457,1
1546,0
6953,0
3135,0
13232,1
15627,1
22343,1
14715,1
3805,0
21739,1
18952,1
15160,1
6774,0
14062,1
16848,1
17641,1
10020,0
18643,1
3327,0
7382,0
1262,0
17359,1
13117,1
13455,1
6582,0
18771,1
5021,0
12583,1
14995,1
11413,0
9802,0
18241,1
4108,0
5213,0
3255,0
7323,0
2690,0
14501,1
4627,0
20112,1
1319,0
16590,1
5162,0
7226,0
19383,1
12192,1
17519,1
4529,0
11667,1
12380,1
9941,0
18985,1
18062,1
6336,0
6982,0
10066,0
917,0
13288,1
570,0
17832,1
3414,0
20913,1
14806,1
7031,0
6837,0
13878,1
14026,1
14232,1
2217,0
22032,1
19409,1
2827,0
20064,1
4996,0
17722,1
3262,0
6838,0
21624,1
5741,0
650,0
11094,0
18642,1
15407,1
5395,0
7082,0
20554,1
3521,0
10922,0
20208,1
4478,0
5660,0
9788,0
67,0
10776,0
13519,1
19006,1
17642,1
3839,0
15715,1
17375,1
8305,0
919,0
10701,0
165,0
20738,1
18909,1
6644,0
14334,1
16285,1
14282,1
4594,0
10698,0
13299,1
2850,0
12638,1
23126,1
4460,0
20275,1
14908,1
6623,0
9306,0
21411,1
8490,0
9867,0
2735,0
5669,0
12031,1
22072,1
2378,0
15623,1
4172,0
12391,1
12742,1
16103,1
19015,1
14010,1
365,0
2103,0
689,0
18221,1
22924,1
9732,0
5710,0
16034,1
15228,1
1093,0
6718,0
23051,1
15899,1
16544,1
203,0
20808,1
22010,1
4933,0
10006,0
23185,1
1230,0
15796,1
7957,0
22177,1
20781,1
19806,1
4251,0
15020,1
13440,1
12226,1
4334,0
10744,0
22668,1
16767,1
13680,1
7485,0
12945,1
4886,0
857,0
16754,1
6539,0
18945,1
19966,1
12682,1
10539,0
8841,0
6859,0
10973,0
19249,1
10625,0
954,0
7404,0
5944,0
16999,1
18959,1
53,0
6410,0
3516,0
11748,1
489,0
13145,1
15935,1
18196,1
20979,1
17374,1
22825,1
19813,1
11705,1
2972,0
22033,1
2942,0
3163,0
2618,0
8235,0
11618,1
11763,1
11577,0
2854,0
3439,0
1892,0
22471,1
15768,1
13006,1
11767,1
17889,1
670,0
22585,1
15240,1
14896,1
9471,0
20308,1
897,0
3306,0
8026,0
10858,0
2890,0
14394,1
19517,1
8397,0
14005,1
16386,1
14162,1
11996,1
634,0
12508,1
16915,1
21621,1
21660,1
6476,0
15169,1
4177,0
21436,1
22896,1
11064,0
10531,0
5991,0
19391,1
18949,1
2581,0
21267,1
11999,1
8385,0
18991,1
10674,0
9447,0
2104,0
22439,1
20030,1
3764,0
4234,0
4994,0
5057,0
17042,1
4434,0
11676,1
717,0
3816,0
6773,0
11186,0
10738,0
14671,1
9813,0
22584,1
21954,1
9288,0
6811,0
3893,0
9359,0
15129,1
10655,0
3700,0
7374,0
18172,1
6314,0
12816,1
3645,0
18160,1
192,0
13414,1
816,0
22358,1
15810,1
6160,0
15641,1
19071,1
4390,0
11164,0
4927,0
5552,0
10799,0
21061,1
238,0
12207,1
23089,1
11169,0
19292,1
4236,0
5618,0
19905,1
8640,0
5097,0
14665,1
2242,0
20739,1
3552,0
22035,1
8328,0
5628,0
10602,0
4507,0
21406,1
12174,1
14453,1
16530,1
15093,1
19999,1
2294,0
11803,1
23050,1
21395,1
14318,1
19755,1
8690,0
7081,0
4733,0
8912,0
13045,1
19304,1
22284,1
11281,0
14955,1
22286,1
16980,1
22190,1
11510,0
5520,0
18031,1
11821,1
2700,0
1700,0
13596,1
6968,0
21627,1
16322,1
6219,0
19730,1
86,0
21084,1
21060,1
18978,1
15346,1
17413,1
136,0
6972,0
11087,0
15721,1
1200,0
6121,0
15748,1
12127,1
20456,1
14125,1
13622,1
6296,0
3927,0
14387,1
21876,1
3606,0
2330,0
11707,1
2187,0
195,0
12356,1
17186,1
15954,1
14638,1
2668,0
16625,1
18452,1
15195,1
2761,0
2032,0
17028,1
5103,0
13652,1
1637,0
8312,0
11173,0
21578,1
3074,0
7296,0
3278,0
8003,0
19651,1
8326,0
13516,1
7352,0
13450,1
10751,0
7829,0
16446,1
7697,0
14427,1
5668,0
19824,1
10659,0
17063,1
18425,1
8933,0
5307,0
20067,1
21019,1
12855,1
18257,1
11035,0
5488,0
16678,1
8024,0
10748,0
16873,1
690,0
12013,1
16986,1
10103,0
1014,0
869,0
1993,0
10626,0
11949,1
14839,1
14924,1
10558,0
7610,0
5283,0
4370,0
1361,0
17910,1
1629,0
12625,1
1551,0
22873,1
17721,1
8252,0
10442,0
14631,1
5039,0
18730,1
22426,1
5694,0
5119,0
1134,0
10996,0
10278,0
10451,0
4017,0
10409,0
2424,0
4138,0
12048,1
859,0
2962,0
2426,0
21543,1
17748,1
7674,0
18163,1
22255,1
18485,1
18202,1
16753,1
4937,0
10896,0
5285,0
8367,0
12905,1
2093,0
21387,1
11336,0
11683,1
7817,0
1920,0
82,0
17200,1
13318,1
20519,1
4396,0
8475,0
18845,1
1813,0
1271,0
15226,1
2994,0
22063,1
15674,1
15438,1
21368,1
20520,1
2642,0
9280,0
19422,1
18689,1
20490,1
4195,0
13032,1
12768,1
12360,1
3849,0
23059,1
21325,1
16194,1
15253,1
19233,1
16193,1
3554,0
18579,1
13237,1
2600,0
20065,1
1518,0
4117,0
10825,0
5755,0
5633,0
8399,0
21102,1
13065,1
7162,0
14256,1
11737,1
15441,1
1988,0
7737,0
16901,1
10561,0
201,0
22180,1
19145,1
15166,1
4855,0
21912,1
9741,0
12502,1
15950,1
18822,1
3765,0
20179,1
13452,1
6432,0
7846,0
19667,1
12253,1
16402,1
16433,1
887,0
6261,0
6989,0
6043,0
10808,0
19333,1
1424,0
16523,1
15924,1
112,0
8160,0
21696,1
16199,1
4559,0
20482,1
11442,0
11254,0
22049,1
8566,0
16311,1
10758,0
17266,1
16835,1
3731,0
22022,1
4986,0
2763,0
13794,1
22804,1
1855,0
15599,1
12812,1
999,0
389,0
11599,0
6426,0
17860,1
18624,1
10578,0
23057,1
8112,0
17376,1
4997,0
19356,1
14211,1
22296,1
4796,0
4769,0
17677,1
11065,0
4173,0
18919,1
22239,1
1907,0
4946,0
8560,0
6033,0
7619,0
1151,0
17951,1
21183,1
9689,0
7106,0
21889,1
4287,0
2230,0
174,0
18287,1
8752,0
3408,0
1538,0
2292,0
9523,0
1363,0
4357,0
18504,1
18908,1
680,0
13050,1
3664,0
18045,1
508,0
166,0
13689,1
21189,1
1914,0
7263,0
10728,0
1104,0
12067,1
2610,0
9944,0
5310,0
20246,1
11108,0
11156,0
152,0
13422,1
2832,0
23111,1
19580,1
3551,0
20291,1
21859,1
12541,1
4538,0
14367,1
21126,1
10014,0
12278,1
20220,1
15088,1
18375,1
22093,1
5141,0
11814,1
21725,1
3450,0
16589,1
13156,1
2749,0
18233,1
12707,1
13131,1
12251,1
10179,0
5810,0
5634,0
11580,0
13926,1
22252,1
1380,0
21629,1
14901,1
3832,0
21734,1
4776,0
4276,0
4958,0
22765,1
20473,1
16662,1
7415,0
3252,0
19696,1
16673,1
19459,1
21002,1
20694,1
14300,1
15523,1
14270,1
12327,1
11546,0
15639,1
15042,1
14208,1
2468,0
20798,1
16654,1
11757,1
13869,1
16998,1
9583,0
6696,0
3180,0
15089,1
17806,1
8275,0
9065,0
11030,0
20721,1
4557,0
7812,0
12839,1
6297,0
23063,1
14534,1
22880,1
1132,0
10642,0
10521,0
20303,1
22281,1
2871,0
12996,1
19164,1
1772,0
10593,0
1913,0
14212,1
9256,0
12602,1
14188,1
15417,1
18545,1
19392,1
1105,0
20002,1
17076,1
20634,1
4956,0
8307,0
22574,1
19149,1
3696,0
7778,0
19801,1
628,0
2451,0
19689,1
23184,1
2176,0
19844,1
2787,0
12297,1
1196,0
18060,1
7618,0
4444,0
11128,0
15514,1
5722,0
20576,1
10695,0
18753,1
4967,0
18601,1
10410,0
4009,0
15515,1
3583,0
22981,1
18020,1
18852,1
12424,1
8277,0
3667,0
12474,1
12782,1
10211,0
3423,0
10717,0
8199,0
18793,1
19596,1
21541,1
5366,0
17313,1
2895,0
14122,1
1296,0
3642,0
19987,1
21323,1
22874,1
22661,1
8548,0
5451,0
10685,0
15449,1
7866,0
19127,1
12867,1
14607,1
9797,0
11755,1
13979,1
9738,0
14385,1
6474,0
8811,0
492,0
11691,1
20842,1
1116,0
5637,0
5085,0
1757,0
11486,0
20041,1
22135,1
6353,0
22167,1
23114,1
23207,1
3644,0
19167,1
14350,1
12001,1
19976,1
11185,0
1696,0
2295,0
14794,1
14696,1
5939,0
22060,1
9968,0
11033,0
3313,0
14824,1
20102,1
9784,0
9915,0
215,0
1072,0
8682,0
22241,1
7006,0
13379,1
8652,0
13705,1
15384,1
25,0
22567,1
10601,0
7659,0
13401,1
5690,0
9744,0
22326,1
21619,1
12721,1
9171,0
10847,0
11908,1
630,0
21690,1
8707,0
20431,1
6614,0
5243,0
1102,0
19660,1
2204,0
22989,1
12903,1
11477,0
11308,0
13767,1
15064,1
12512,1
23218,1
18591,1
17356,1
14890,1
719,0
13839,1
6155,0
19187,1
18950,1
4025,0
8224,0
17908,1
15493,1
19176,1
16093,1
18606,1
5818,0
11956,1
3866,0
2745,0
11867,1
10343,0
20327,1
11950,1
21029,1
19611,1
4214,0
12096,1
15193,1
19643,1
1401,0
12828,1
3253,0
21634,1
19045,1
2158,0
8578,0
17058,1
20332,1
7011,0
19958,1
10197,0
3841,0
18199,1
19557,1
11849,1
2100,0
1673,0
10293,0
4213,0
7480,0
17932,1
14562,1
19805,1
11515,0
8547,0
17845,1
14823,1
16923,1
19604,1
16363,1
14609,1
18135,1
18156,1
9388,0
10070,0
10860,0
18400,1
2005,0
19621,1
15887,1
15233,1
13411,1
2257,0
19886,1
5574,0
9083,0
5355,0
6093,0
7935,0
1519,0
22459,1
1378,0
18971,1
15206,1
20723,1
13200,1
21131,1
5842,0
7122,0
16211,1
12820,1
5832,0
9821,0
12718,1
522,0
15372,1
234,0
12180,1
6318,0
11992,1
21531,1
1948,0
6361,0
22554,1
22440,1
11684,1
15927,1
22186,1
2224,0
22132,1
15246,1
16209,1
5571,0
4523,0
5793,0
5738,0
19008,1
4728,0
7818,0
8859,0
23140,1
15275,1
2437,0
14087,1
11989,1
3167,0
18193,1
20955,1
13752,1
15920,1
14027,1
7016,0
13386,1
15998,1
12641,1
20580,1
4945,0
15649,1
12237,1
6046,0
9227,0
5585,0
5590,0
1228,0
18691,1
13341,1
13333,1
14743,1
8244,0
21569,1
16237,1
6555,0
15373,1
12145,1
159,0
1589,0
15369,1
5565,0
7190,0
20218,1
10576,0
15061,1
13364,1
1556,0
2828,0
436,0
15592,1
22835,1
17972,1
2780,0
3701,0
5686,0
4727,0
17622,1
2951,0
2555,0
10350,0
19949,1
17881,1
12737,1
6465,0
7355,0
15717,1
7823,0
12449,1
21544,1
15271,1
5185,0
8549,0
5242,0
18514,1
2092,0
10207,0
11948,1
187,0
20166,1
19810,1
20410,1
1381,0
20598,1
8605,0
15743,1
11528,0
19559,1
15038,1
21480,1
8448,0
11390,0
23119,1
7295,0
18619,1
8068,0
12935,1
9959,0
9764,0
24,0
3363,0
1088,0
12866,1
10886,0
11590,0
22269,1
19225,1
10503,0
12306,1
17079,1
15906,1
11944,1
6337,0
17611,1
18383,1
276,0
12413,1
19337,1
3906,0
5845,0
22885,1
1137,0
19151,1
18108,1
13324,1
2490,0
16165,1
7742,0
14482,1
13127,1
3935,0
15072,1
2384,0
8016,0
7084,0
16499,1
1863,0
15688,1
19503,1
364,0
9094,0
19203,1
20357,1
18354,1
3802,0
15309,1
3536,0
3825,0
6642,0
21651,1
12991,1
18330,1
20369,1
13527,1
7269,0
20592,1
7929,0
12982,1
7166,0
12869,1
5867,0
4761,0
882,0
13893,1
21551,1
557,0
1960,0
13331,1
1207,0
7684,0
16859,1
12021,1
10485,0
19595,1
3630,0
1708,0
1140,0
19546,1
6207,0
21360,1
20488,1
2660,0
14852,1
1307,0
18951,1
16212,1
12452,1
19218,1
6905,0
11927,1
14072,1
9429,0
2151,0
22881,1
21106,1
13283,1
5004,0
15996,1
1627,0
19840,1
9714,0
358,0
138,0
8491,0
16766,1
11181,0
340,0
4857,0
17823,1
9569,0
13865,1
17330,1
10582,0
5498,0
8556,0
10913,0
1932,0
2352,0
15848,1
3236,0
12355,1
9493,0
21174,1
3807,0
1936,0
5619,0
14973,1
18800,1
20390,1
6139,0
785,0
8036,0
8315,0
22618,1
18556,1
2169,0
17294,1
14138,1
18693,1
11826,1
16346,1
6591,0
4458,0
14325,1
7597,0
9370,0
4652,0
442,0
19799,1
9591,0
21774,1
20403,1
9649,0
20640,1
5744,0
15747,1
17438,1
15845,1
20083,1
11951,1
929,0
22276,1
8767,0
18213,1
11120,0
14730,1
11738,1
13790,1
22194,1
21011,1
2011,0
17297,1
7611,0
19657,1
16028,1
20457,1
22993,1
18990,1
6564,0
21013,1
16390,1
11172,0
7835,0
3361,0
12966,1
10135,0
18019,1
1141,0
21604,1
21753,1
15007,1
15434,1
16743,1
18454,1
3134,0
6990,0
19627,1
21170,1
18626,1
17858,1
1823,0
10081,0
3259,0
10213,0
4020,0
21881,1
3500,0
2658,0
17514,1
13749,1
10516,0
1819,0
7461,0
5624,0
17815,1
21040,1
7064,0
9342,0
12336,1
4669,0
9428,0
5476,0
23048,1
15670,1
1856,0
2282,0
21717,1
13392,1
6439,0
6031,0
386,0
1628,0
11777,1
21577,1
22469,1
13851,1
7718,0
7544,0
11381,0
4658,0
12497,1
9101,0
10058,0
1842,0
18881,1
16585,1
3868,0
5054,0
5889,0
14376,1
19086,1
22722,1
16715,1
3808,0
21033,1
935,0
10651,0
1774,0
20691,1
3744,0
17373,1
5443,0
21251,1
13969,1
1875,0
3760,0
21724,1
3052,0
20125,1
13654,1
13146,1
21744,1
4615,0
15812,1
3321,0
21110,1
3311,0
22488,1
20478,1
20683,1
12743,1
12871,1
11595,0
8210,0
11431,0
20012,1
20013,1
17740,1
16018,1
1517,0
22109,1
4492,0
3112,0
16566,1
16294,1
11834,1
2866,0
855,0
21375,1
4912,0
13860,1
5463,0
18184,1
5482,0
12605,1
21249,1
18352,1
3828,0
23082,1
4697,0
15200,1
4987,0
4650,0
17543,1
17709,1
10288,0
6796,0
5808,0
17839,1
5410,0
8333,0
2800,0
9836,0
10332,0
12728,1
22020,1
13778,1
7815,0
4378,0
8921,0
6716,0
20120,1
2261,0
7429,0
9302,0
22048,1
11190,0
18778,1
17569,1
2007,0
193,0
13803,1
21958,1
8770,0
16300,1
771,0
10587,0
17862,1
18230,1
12466,1
20124,1
20839,1
14868,1
14567,1
16789,1
22898,1
10088,0
16910,1
6317,0
11851,1
6581,0
1447,0
342,0
13319,1
11328,0
17111,1
9168,0
22122,1
19900,1
7368,0
2044,0
7156,0
16288,1
7851,0
10178,0
12132,1
13615,1
17732,1
17044,1
1492,0
778,0
9885,0
18863,1
9277,0
2524,0
5374,0
19582,1
22204,1
16232,1
14849,1
17371,1
8259,0
20890,1
40,0
11240,0
18146,1
21258,1
14424,1
11639,1
6816,0
20435,1
21035,1
10704,0
19107,1
14140,1
1460,0
21559,1
4493,0
20430,1
13074,1
17915,1
13686,1
13947,1
11002,0
15432,1
7230,0
15686,1
10412,0
5075,0
9641,0
21529,1
21400,1
4088,0
18351,1
21848,1
14949,1
4249,0
16807,1
22407,1
10096,0
22667,1
12109,1
6142,0
5661,0
13970,1
15037,1
9031,0
2659,0
141,0
2597,0
6701,0
15223,1
17761,1
20058,1
23115,1
7418,0
17522,1
10449,0
18171,1
12130,1
20879,1
16843,1
16013,1
8179,0
11565,0
17332,1
9528,0
6370,0
4628,0
14478,1
441,0
9794,0
9046,0
3830,0
22144,1
6344,0
21203,1
1958,0
155,0
10487,0
21489,1
4578,0
1089,0
12576,1
9122,0
7950,0
11101,0
18058,1
21308,1
6416,0
16021,1
9087,0
11439,0
18710,1
7096,0
1098,0
5433,0
13230,1
6450,0
12328,1
10785,0
18099,1
20215,1
3348,0
4079,0
9177,0
22497,1
587,0
9346,0
13269,1
13537,1
20699,1
10964,0
22691,1
13675,1
19374,1
16299,1
645,0
11749,1
9587,0
16648,1
11739,1
15036,1
226,0
3864,0
10592,0
22805,1
23012,1
16154,1
20095,1
8438,0
1529,0
21096,1
923,0
20659,1
17053,1
19988,1
10102,0
7183,0
12150,1
21995,1
2591,0
5906,0
11205,0
7133,0
2307,0
20074,1
17071,1
14203,1
612,0
19584,1
11168,0
6629,0
4135,0
1898,0
13937,1
282,0
258,0
11116,0
22587,1
4943,0
19206,1
14721,1
11531,0
19909,1
6971,0
14889,1
13521,1
5223,0
2285,0
8078,0
6710,0
22473,1
10403,0
475,0
18939,1
16391,1
6411,0
2551,0
6852,0
5546,0
13489,1
18810,1
20980,1
18658,1
9203,0
17961,1
10183,0
20354,1
13565,1
16280,1
21362,1
7193,0
20251,1
18489,1
6823,0
22829,1
781,0
14939,1
18133,1
10983,0
6519,0
5774,0
13171,1
9283,0
9369,0
22270,1
18708,1
10271,0
5055,0
10800,0
22098,1
1727,0
16994,1
16009,1
4666,0
8535,0
3750,0
12924,1
12722,1
11407,0
97,0
3137,0
13368,1
14357,1
17921,1
13140,1
15177,1
3648,0
10849,0
20660,1
17901,1
1633,0
12464,1
11861,1
22932,1
18474,1
6171,0
7521,0
572,0
9879,0
22170,1
19446,1
597,0
15352,1
7345,0
6304,0
22603,1
16376,1
21047,1
18322,1
1753,0
20054,1
18745,1
5432,0
13183,1
20696,1
22626,1
11929,1
20638,1
21536,1
9135,0
21842,1
1171,0
15562,1
7927,0
22402,1
21986,1
22725,1
20944,1
14531,1
15892,1
22280,1
17258,1
18681,1
22446,1
2643,0
5347,0
9032,0
16965,1
204,0
7896,0
9833,0
2014,0
17289,1
17015,1
8461,0
19675,1
1974,0
162,0
4998,0
21141,1
9557,0
4713,0
9067,0
1431,0
15261,1
12835,1
13975,1
22247,1
7710,0
7736,0
4283,0
7531,0
14139,1
17069,1
13493,1
10053,0
10851,0
3384,0
2839,0
20992,1
21250,1
15078,1
19715,1
15941,1
10595,0
15433,1
2096,0
10195,0
7999,0
21650,1
5017,0
17833,1
18994,1
18284,1
20304,1
2757,0
6397,0
10077,0
13930,1
14082,1
2097,0
8329,0
9028,0
3471,0
12889,1
14472,1
16230,1
18555,1
18509,1
1733,0
18394,1
22999,1
1283,0
12485,1
12448,1
10028,0
1019,0
16184,1
22548,1
9518,0
19194,1
17520,1
1651,0
830,0
1169,0
10720,0
6256,0
5469,0
16044,1
10258,0
16063,1
17251,1
11166,0
22578,1
5093,0
541,0
9324,0
17047,1
12693,1
22485,1
3390,0
12080,1
11154,0
14226,1
16977,1
16029,1
23156,1
10775,0
11005,0
3959,0
6643,0
16100,1
16087,1
3586,0
20929,1
2563,0
10822,0
20729,1
5036,0
1080,0
5891,0
14537,1
2023,0
13109,1
22059,1
7909,0
21752,1
16610,1
1013,0
14871,1
18313,1
9235,0
5251,0
9596,0
2179,0
17081,1
17508,1
12087,1
5110,0
1778,0
20815,1
19018,1
15379,1
7604,0
19873,1
13944,1
17421,1
21049,1
23164,1
19033,1
10473,0
14933,1
19363,1
18931,1
5132,0
2159,0
11329,0
14042,1
14566,1
6445,0
3967,0
1428,0
3081,0
2520,0
11754,1
10047,0
21038,1
6019,0
16832,1
16898,1
3727,0
8553,0
22005,1
9496,0
6251,0
5926,0
18844,1
16406,1
18450,1
18037,1
8894,0
8706,0
1376,0
1724,0
3754,0
10517,0
20567,1
22108,1
4082,0
11870,1
21402,1
12500,1
13057,1
19921,1
16140,1
10773,0
20714,1
9951,0
14571,1
17030,1
22884,1
14215,1
15997,1
7165,0
20823,1
11182,0
22564,1
4875,0
10736,0
21586,1
15990,1
12258,1
18544,1
685,0
11435,0
21413,1
14291,1
2461,0
12275,1
11889,1
7128,0
16377,1
5946,0
4583,0
12232,1
13070,1
16905,1
21996,1
3983,0
14686,1
6303,0
9908,0
780,0
17153,1
5978,0
20131,1
2196,0
14089,1
23102,1
20669,1
21297,1
9832,0
6979,0
18211,1
11824,1
19393,1
2376,0
20223,1
17630,1
11483,0
6511,0
13279,1
22263,1
14473,1
5439,0
10759,0
6493,0
8964,0
5510,0
5330,0
20996,1
4531,0
9866,0
15587,1
16749,1
10142,0
12089,1
16531,1
18052,1
11280,0
21898,1
7788,0
3456,0
19655,1
4940,0
9223,0
23054,1
14916,1
20310,1
7099,0
8080,0
16462,1
18631,1
23174,1
21185,1
18663,1
20281,1
9312,0
6172,0
3631,0
16955,1
6272,0
392,0
3191,0
16,0
20584,1
19056,1
22714,1
19877,1
21486,1
7394,0
593,0
4719,0
5827,0
10749,0
18739,1
4798,0
10634,0
4795,0
11234,0
8656,0
163,0
671,0
22596,1
14308,1
22985,1
16052,1
14828,1
5542,0
7993,0
10900,0
7758,0
4837,0
18677,1
6548,0
4481,0
3716,0
10837,0
6140,0
9956,0
1549,0
14818,1
18428,1
767,0
5693,0
9700,0
23131,1
19686,1
4517,0
12411,1
22176,1
20930,1
3292,0
9011,0
1403,0
1382,0
10340,0
1638,0
14083,1
8800,0
6406,0
9074,0
17563,1
5448,0
12168,1
5078,0
13564,1
17073,1
3850,0
6488,0
10145,0
13828,1
7154,0
21355,1
6610,0
5179,0
20733,1
12330,1
18268,1
19103,1
22526,1
2494,0
19420,1
845,0
8734,0
11916,1
11871,1
12415,1
7967,0
7340,0
13891,1
22085,1
21175,1
7137,0
2964,0
15751,1
18913,1
15476,1
5772,0
17432,1
18344,1
2530,0
11138,0
23227,1
14716,1
8429,0
4917,0
5901,0
8286,0
20643,1
21553,1
5656,0
16127,1
5907,0
7373,0
19362,1
21914,1
6721,0
22394,1
12686,1
8264,0
7693,0
19522,1
8325,0
23152,1
12265,1
11421,0
1826,0
12329,1
560,0
4107,0
5435,0
4437,0
10382,0
17826,1
4406,0
22701,1
18073,1
9917,0
22068,1
18880,1
15096,1
2817,0
16724,1
18792,1
5782,0
20960,1
16163,1
20109,1
19169,1
9715,0
10699,0
22549,1
17396,1
4895,0
20421,1
21457,1
148,0
16669,1
18752,1
8555,0
15463,1
4443,0
7446,0
236,0
15901,1
22760,1
10754,0
7123,0
22157,1
10123,0
13711,1
3083,0
632,0
18877,1
2665,0
21456,1
21356,1
10526,0
15836,1
10060,0
14788,1
12075,1
21426,1
20595,1
14109,1
9686,0
20258,1
19201,1
5249,0
8533,0
7426,0
12345,1
21597,1
7979,0
22327,1
1735,0
14484,1
4255,0
21173,1
2475,0
10756,0
23208,1
3713,0
6704,0
18188,1
17091,1
22316,1
5189,0
21719,1
16456,1
14210,1
7843,0
